Chapter,Unit,Lesson,Topic,Fact,Flashcard_Question,Flashcard_Answer,Quiz_Question,Quiz_Options,Quiz_CorrectAnswer,Quiz_Explanation,Match_Term,Match_Definition,VisualisationIdea
INDIA,Ecological Markers & Conservation,Biodiversity Hotspots (BH),Overview & Indian Hotspots,Indo-Burma hotspot includes the entire North-Eastern India (except Assam and Andaman).,What ecological markers and conservation zones define Biodiversity Hotspots (BH)?,Western Ghats and Sri Lanka hotspot.,Which hotspot covers the entire northern mountain belt of India?,A: Sundaland hotspot; B: Western Ghats hotspot; C: Indo-Burma hotspot; D: The Himalayas hotspot,D,Official Syllabus Fact: Indo-Burma hotspot includes the entire North-Eastern India (except Assam and Andaman).,Sundaland hotspot,Includes the Nicobar group of Islands.,HTML/CSS Radar Map with 4 pulsing animated ring markers (using `@keyframes`) representing the 4 biodiversity hotspots.
INDIA,Ecological Markers & Conservation,Biodiversity Hotspots (BH),Overview & Indian Hotspots,Western Ghats and Sri Lanka hotspot runs parallel to the western coast of the Indian peninsula.,What ecological markers and conservation zones define Biodiversity Hotspots (BH)?,Sundaland hotspot.,Which hotspot runs parallel to the western coastal margin of Peninsular India?,A: The Himalayas hotspot; B: Sundaland hotspot; C: Indo-Burma hotspot; D: Western Ghats and Sri Lanka hotspot,D,Official Syllabus Fact: Western Ghats and Sri Lanka hotspot runs parallel to the western coast of the Indian peninsula.,4 out of 36,Proportion of global biodiversity hotspots hosted in India.,HTML/CSS Radar Map with 4 pulsing animated ring markers (using `@keyframes`) representing the 4 biodiversity hotspots.
INDIA,Ecological Markers & Conservation,Biodiversity Hotspots (BH),Overview & Indian Hotspots,Sundaland hotspot includes the Nicobar group of Islands.,What ecological markers and conservation zones define Biodiversity Hotspots (BH)?,Sundaland hotspot includes the Nicobar group of Islands.,What ecological markers and conservation zones define Biodiversity Hotspots (BH)?,A: It is an isolated coral atoll reef structure in the Lakshadweep archipelago.; B: It is an arid rain-shadow plateau located in the Deccan Peninsular Interior.; C: It is a high-altitude glaciated valley situated in the Pir Panjal range of Jammu & Kashmir.; D: Sundaland hotspot includes the Nicobar group of Islands.,D,Official INDIA Syllabus Fact: Sundaland hotspot includes the Nicobar group of Islands.,,,HTML/CSS Radar Map with 4 pulsing animated ring markers (using `@keyframes`) representing the 4 biodiversity hotspots.
INDIA,Ecological Markers & Conservation,Natural Heritage,Key Indian Sites,"Designated by UNESCO for outstanding universal value based on science, conservation, or natural beauty.",What is a key geographical feature of Key Indian Sites in Natural Heritage?,UNESCO.,Which international body designates World Natural Heritage Sites?,A: WWF; B: IUCN; C: UNEP; D: UNESCO,D,"Official Syllabus Fact: Designated by UNESCO for outstanding universal value based on science, conservation, or natural beauty.",Kaziranga NP,UNESCO World Heritage Site famous for one-horned rhinos.,"CSS Masonry Gallery Layout showcasing image placeholder cards for Kaziranga, Manas, and Sundarbans that flip to reveal facts."
INDIA,Ecological Markers & Conservation,Natural Heritage,Key Indian Sites,"Examples include Kaziranga National Park, Manas Wildlife Sanctuary, Keoladeo National Park, Sundarbans National Park, Nanda Devi and Valley of Flowers National Parks, Western Ghats, and Great Himalayan National Park Conservation Area.",What are the major declared National Parks located in Natural Heritage?,Kaziranga National Park.,Which national park in Assam is designated as a UNESCO World Natural Heritage Site for its rhino population?,A: Orang NP; B: Dibru-Saikhowa NP; C: Kaziranga National Park; D: Pobitora WS,C,"Official Syllabus Fact: Examples include Kaziranga National Park, Manas Wildlife Sanctuary, Keoladeo National Park, Sundarbans National Park, Nanda Devi and Valley of Flowers National Parks, Western Ghats, and Great Himalayan National Park Conservation Area.",Manas WS,UNESCO World Heritage tiger & elephant reserve in Assam.,"CSS Masonry Gallery Layout showcasing image placeholder cards for Kaziranga, Manas, and Sundarbans that flip to reveal facts."
INDIA,Ecological Markers & Conservation,Biosphere Reserves,Network & Recognition,"Large, multi-purpose protected areas created to conserve genetic diversity while integrating sustainable human development and research.",What is a key geographical feature of Network & Recognition in Biosphere Reserves?,18 officially notified Biosphere Reserves.,Which is the largest Biosphere Reserve in India by geographical area?,A: Dibru-Saikhowa (Assam); B: Kachchh (Gujarat); C: Nilgiri; D: Manas,B,"Official Syllabus Fact: Large, multi-purpose protected areas created to conserve genetic diversity while integrating sustainable human development and research.",18 Notified Reserves,The total number of officially notified Biosphere Reserves in India.,"CSS Concentric Circles representing the Core, Buffer, and Transition zones of a Biosphere Reserve, with tooltips for Nilgiri and Kachchh."
INDIA,Ecological Markers & Conservation,Biosphere Reserves,Network & Recognition,India has a total of 18 officially notified Biosphere Reserves.,What ecological markers and conservation zones define Biosphere Reserves?,12 of these are internationally recognized.,Which was the first established Biosphere Reserve in India in 1986?,A: Nilgiri; B: Dibru-Saikhowa; C: Sundarbans; D: Kachchh,A,Official Syllabus Fact: India has a total of 18 officially notified Biosphere Reserves.,12 MAB Reserves,The number of Biosphere Reserves internationally recognized under the UNESCO MAB Programme.,"CSS Concentric Circles representing the Core, Buffer, and Transition zones of a Biosphere Reserve, with tooltips for Nilgiri and Kachchh."
INDIA,Ecological Markers & Conservation,Biosphere Reserves,Network & Recognition,12 of these are internationally recognized under the UNESCO Man and the Biosphere (MAB) Programme.,What ecological markers and conservation zones define Biosphere Reserves?,Nilgiri (1986).,How many Indian Biosphere Reserves are internationally recognized under the UNESCO Man and the Biosphere (MAB) Programme?,A: 12; B: 4; C: 36; D: 18,A,Official Syllabus Fact: 12 of these are internationally recognized under the UNESCO Man and the Biosphere (MAB) Programme.,Nilgiri (1986),The first established biosphere reserve in India.,"CSS Concentric Circles representing the Core, Buffer, and Transition zones of a Biosphere Reserve, with tooltips for Nilgiri and Kachchh."
INDIA,Ecological Markers & Conservation,Biosphere Reserves,Network & Recognition,Nilgiri was the first established reserve.,What is a key geographical feature of Network & Recognition in Biosphere Reserves?,Kachchh (Gujarat).,What is the total number of officially notified Biosphere Reserves in India?,A: 12; B: 7; C: 18; D: 25,C,Official Syllabus Fact: Nilgiri was the first established reserve.,Kachchh (Gujarat),The largest biosphere reserve by geographical area.,"CSS Concentric Circles representing the Core, Buffer, and Transition zones of a Biosphere Reserve, with tooltips for Nilgiri and Kachchh."
INDIA,Ecological Markers & Conservation,Biosphere Reserves,Network & Recognition,"Kachchh (Gujarat) is the largest by geographical area, and Dibru-Saikhowa (Assam) is the smallest.",What is a key geographical feature of Network & Recognition in Biosphere Reserves?,Dibru-Saikhowa (Assam).,Which is the smallest Biosphere Reserve in India by geographical area?,A: Gulf of Mannar; B: Pobitora; C: Nokrek; D: Dibru-Saikhowa (Assam),D,"Official Syllabus Fact: Kachchh (Gujarat) is the largest by geographical area, and Dibru-Saikhowa (Assam) is the smallest.",Dibru-Saikhowa (Assam),The smallest biosphere reserve in India.,"CSS Concentric Circles representing the Core, Buffer, and Transition zones of a Biosphere Reserve, with tooltips for Nilgiri and Kachchh."
